,urlDrugName,rating,effectiveness,condition,sideEffects
1913,norvasc,9,Considerably Effective,high blood preasure,No Side Effects
1914,valium,10,Highly Effective,anxiety,No Side Effects
1915,humira,8,Considerably Effective,rheumatoid arthritis,No Side Effects
1916,cipro,9,Considerably Effective,uti,Mild Side Effects
1917,tazorac,10,Highly Effective,adult onset acne,Mild Side Effects
1918,oxycodone,3,Moderately Effective,pain management,Severe Side Effects
1919,ritalin,8,Considerably Effective,add,Moderate Side Effects
1920,relafen,5,Moderately Effective,pain,No Side Effects
1921,mirapex,9,Highly Effective,restless leg syndrome,Mild Side Effects
1922,premarin,3,Marginally Effective,memopause,Severe Side Effects
1923,trental,7,Moderately Effective,behcet's disease,Mild Side Effects
1924,lamisil,10,Highly Effective,fungus on big toes,No Side Effects
1925,effexor-xr,1,Ineffective,depression,Extremely Severe Side Effects
1926,valtrex,10,Highly Effective,herpes cold sores around mouth and nose,No Side Effects
1927,avodart,8,Considerably Effective,alopecia,Mild Side Effects
1928,triamcinolone,10,Considerably Effective,skin exema,No Side Effects
1929,differin,5,Moderately Effective,acne,Mild Side Effects
1930,symbicort,7,Highly Effective,asthma,Moderate Side Effects
1931,lamisil,10,Highly Effective,fungal toenails,No Side Effects
1932,niaspan,10,Considerably Effective,high cholesterol,Mild Side Effects
1933,premarin,1,Moderately Effective,hot flashes / night sweats,Extremely Severe Side Effects
1934,valium,10,Highly Effective,"anxiety, panic disorder",No Side Effects
1935,lorazepam,5,Moderately Effective,anxiety,Mild Side Effects
1936,spironolactone,9,Considerably Effective,acne,No Side Effects
1937,lumigan,7,Considerably Effective,cosmetic longer lashes,Mild Side Effects
1938,voltaren,9,Highly Effective,arthritis in knees,Mild Side Effects
1939,proscar,8,Considerably Effective,hair loss,No Side Effects
1940,topamax,1,Ineffective,migranes,Extremely Severe Side Effects
1941,celebrex,7,Considerably Effective,arthritis,Mild Side Effects
1942,bactrim-ds,1,Moderately Effective,ballanitis,Severe Side Effects
1943,singulair,10,Highly Effective,severe non-allergic bronchitis and cough,No Side Effects
1944,requip,10,Highly Effective,restless legs,Mild Side Effects
1945,effexor,9,Highly Effective,depression,Mild Side Effects
1946,yasmin,10,Highly Effective,birth control,No Side Effects
1947,adipex-p,9,Considerably Effective,diet,Mild Side Effects
1948,zomig,7,Considerably Effective,migraines,Moderate Side Effects
1949,fluconazole,1,Moderately Effective,systemic fungus,Extremely Severe Side Effects
1950,paxil,7,Highly Effective,"depression, social anxiety disorder",Severe Side Effects
1951,prinivil,5,Moderately Effective,hypertension,Moderate Side Effects
1952,synthroid,9,Highly Effective,hypothyroidism,No Side Effects
1953,lunesta,1,Ineffective,insomnia,Mild Side Effects
1954,symbicort,8,Considerably Effective,asthma,Mild Side Effects
1955,doxycycline,1,Ineffective,mastitis,Severe Side Effects
1956,malarone,2,Marginally Effective,preventing malaria,Severe Side Effects
1957,klonopin,9,Considerably Effective,insomnia,Mild Side Effects
1958,topamax,10,Highly Effective,migraine headaches,Mild Side Effects
1959,motrin,8,Considerably Effective,"arthritis pain, neck injury",Mild Side Effects
1960,relpax,8,Considerably Effective,migraine headaches,Mild Side Effects
1961,nortriptyline,7,Considerably Effective,shooting nerve-type pain in legs/fibromyalgia,Moderate Side Effects
1962,accutane,10,Highly Effective,acne,Mild Side Effects
1963,diovan,9,Highly Effective,high blood pressure,No Side Effects
1964,flonase,3,Marginally Effective,allergies,Moderate Side Effects
1965,xenical,3,Marginally Effective,over weight,No Side Effects
1966,lexapro,10,Highly Effective,general depression/perimenopause,No Side Effects
1967,mercaptopurine,8,Considerably Effective,crohn's disease,Mild Side Effects
1968,allegra,4,Marginally Effective,dust allergy,Severe Side Effects
1969,retin-a,10,Highly Effective,acne,No Side Effects
1970,tramadol,8,Highly Effective,chronic leg pain due to trauma & surgeries,Mild Side Effects
1971,singulair,8,Considerably Effective,chronic sinusitis,Mild Side Effects
1972,adipex-p,8,Considerably Effective,weight loss,Moderate Side Effects
1973,seasonique,7,Highly Effective,pregnancy prevention,Moderate Side Effects
1974,dispermox,10,Highly Effective,ear infection,No Side Effects
1975,retin-a,9,Highly Effective,improvement of skin appearance/health,Mild Side Effects
1976,chantix,10,Highly Effective,smoking,Mild Side Effects
1977,doxycycline,10,Highly Effective,anti-malarial,Mild Side Effects
1978,naproxen,1,Ineffective,rhuematoid arthritis,Extremely Severe Side Effects
1979,keflex,7,Considerably Effective,polinoidal cyst,No Side Effects
1980,clarinex,8,Considerably Effective,allergies and asthma,Mild Side Effects
1981,adderall-xr,1,Highly Effective,adhd,Extremely Severe Side Effects
1982,ziana,3,Marginally Effective,acne / blackheads / oily skin,Mild Side Effects
1983,prinivil,10,Highly Effective,hbp,No Side Effects
1984,singulair,9,Considerably Effective,asthma/allergies,No Side Effects
1985,zoloft,7,Moderately Effective,depression/anxiety,Severe Side Effects
1986,biaxin,3,Moderately Effective,ear and throat infection,Moderate Side Effects
1987,evista,5,Moderately Effective,loss of bone density,Mild Side Effects
1988,omacor,8,Considerably Effective,high cholesterol,Mild Side Effects
1989,vyvanse,8,Considerably Effective,add,Moderate Side Effects
1990,aciphex,9,Considerably Effective,heart burn,No Side Effects
1991,lexapro,8,Considerably Effective,depression,Mild Side Effects
1992,zyrtec,8,Considerably Effective,water in ear,Mild Side Effects
1993,mobic,3,Ineffective,bursitis,Mild Side Effects
1994,fluconazole,7,Considerably Effective,yeast infection,Severe Side Effects
1995,celebrex,7,Moderately Effective,crohn's/colitis,Mild Side Effects
1996,adderall,9,Highly Effective,attention deficit disorder,Mild Side Effects
1997,lamisil,7,Considerably Effective,fingernail fungus,Mild Side Effects
1998,finacea,3,Moderately Effective,rosacea,Severe Side Effects
1999,desyrel,1,Moderately Effective,insomnia,Severe Side Effects
2000,zoloft,1,Ineffective,depression,Mild Side Effects
2001,retin-a-micro,7,Moderately Effective,acne,Moderate Side Effects
2002,lortab,6,Considerably Effective,oral surgery,Moderate Side Effects
2003,amoxil,7,Considerably Effective,heart murmur/dental procedures,Moderate Side Effects
2004,retin-a-micro,9,Highly Effective,repair and prevent wrinkles,Mild Side Effects
2005,prozac,7,Considerably Effective,depression,Moderate Side Effects
2006,concerta,9,Considerably Effective,add,Moderate Side Effects
2007,lopressor,1,Moderately Effective,high blood pressure,Extremely Severe Side Effects
2008,relpax,8,Considerably Effective,migraine,Mild Side Effects
2009,zocor,3,Moderately Effective,high cholesterol,Mild Side Effects
2010,arimidex,9,Considerably Effective,post breast cancer,No Side Effects
2011,cipro,9,Highly Effective,urinary tract infection,No Side Effects
2012,retin-a,7,Marginally Effective,fine lines around eyes and mouth. between the brow,Mild Side Effects
2013,imuran,10,Highly Effective,crohn's disease,Mild Side Effects
2014,topamax,7,Considerably Effective,migraine,Severe Side Effects
2015,zyrtec,8,Moderately Effective,allergies,Mild Side Effects
2016,renova,3,Marginally Effective,"aging skin, wrinkles, sag",Mild Side Effects
2017,lipitor,10,Highly Effective,high cholesterol,No Side Effects
2018,ortho-novum,7,Highly Effective,birth control,Mild Side Effects
2019,lithium-carbonate,8,Considerably Effective,mania,Moderate Side Effects
2020,fioricet,8,Considerably Effective,chronic tension headache,Moderate Side Effects
2021,nolvadex,10,Moderately Effective,breast cancer,Mild Side Effects
2022,nuvaring,9,Highly Effective,birth control,Mild Side Effects
2023,restoril,5,Considerably Effective,insomnia,Mild Side Effects
2024,lexapro,10,Highly Effective,ocd,No Side Effects
2025,depakene,6,Moderately Effective,tonic clonic seizures,Moderate Side Effects
2026,methotrexate,8,Considerably Effective,juvenile rheumatoid arthritis,Mild Side Effects
2027,nexium,1,Highly Effective,acic reflux,Severe Side Effects
2028,ceclor,1,Ineffective,upper respiratory infection on vacation,Extremely Severe Side Effects
2029,doxycycline,10,Highly Effective,perioral dermatitis,Mild Side Effects
2030,neurontin,2,Moderately Effective,post herpatic neuralga,Extremely Severe Side Effects
2031,innofem,7,Moderately Effective,"hot flashes, unable to sleep",No Side Effects
2032,retin-a,7,Moderately Effective,fine lines,Mild Side Effects
2033,wellbutrin-xl,9,Considerably Effective,"depression, fatigue",Mild Side Effects
2034,mobic,8,Considerably Effective,pain from pinched nerve,No Side Effects
2035,vivelle-dot,7,Considerably Effective,hot flashes/ over all feel better,Mild Side Effects
2036,azasan,9,Highly Effective,ulcerative colitis,No Side Effects
2037,lipitor,9,Considerably Effective,high cholesteol,No Side Effects
2038,prednisone,5,Moderately Effective,asthma,Moderate Side Effects
2039,yasmin,10,Highly Effective,"birth control, acne control",No Side Effects
2040,wellbutrin,7,Considerably Effective,depression,Mild Side Effects
2041,zoloft,9,Highly Effective,pms,Moderate Side Effects
2042,lamotrigine,8,Highly Effective,seizure-1st and only at age 41,Mild Side Effects
2043,prilosec,1,Considerably Effective,heartburn,Extremely Severe Side Effects
2044,lyrica,3,Marginally Effective,fibromyalgia,Moderate Side Effects
2045,prevacid,10,Highly Effective,gerd,No Side Effects
2046,evista,2,Ineffective,osteoporosis/bone stength,Severe Side Effects
2047,lamictal,9,Highly Effective,depresion anxiety obsessive behavior,No Side Effects
2048,vagifem,9,Highly Effective,"vaginal dryness, menopausal symptoms",No Side Effects
2049,ortho-tri-cyclen,8,Highly Effective,birth control,Mild Side Effects
2050,clobex,9,Considerably Effective,contact dermatitis,No Side Effects
2051,claripel-cream,5,Moderately Effective,brown spots,Mild Side Effects
2052,enbrel,10,Highly Effective,rheumatiod arthritis,No Side Effects
2053,delestrogen,10,Moderately Effective,total hysterectomy,No Side Effects
2054,adipex-p,5,Considerably Effective,lose weight,Extremely Severe Side Effects
2055,spironolactone,3,Ineffective,"pocs, elevated testosterone, hirsutism",Severe Side Effects
2056,adipex-p,6,Considerably Effective,weight loss,Moderate Side Effects
2057,lumigan,9,Considerably Effective,glaucoma,Mild Side Effects
2058,quibron-t,5,Marginally Effective,asthma,No Side Effects
2059,lexapro,10,Highly Effective,anxiety/depression,Mild Side Effects
2060,corgard,8,Highly Effective,mytral valve prolapse,Moderate Side Effects
2061,zoloft,6,Moderately Effective,"nerves, depression",No Side Effects
2062,ortho-tri-cyclen-lo,7,Considerably Effective,pregnancy prevention,Severe Side Effects
2063,lotrel,8,Highly Effective,migraine headaches,Mild Side Effects
2064,clarithromycin,10,Highly Effective,lower respiratory tract infection,No Side Effects
2065,ranitidine,8,Considerably Effective,acid reflux,No Side Effects
2066,prevacid,9,Highly Effective,acid reflux,No Side Effects
2067,vytorin,1,Ineffective,high cholesterol,No Side Effects
2068,sotret,9,Highly Effective,serious acne,Mild Side Effects
2069,zovirax,5,Considerably Effective,cold sores/ herpes i,Moderate Side Effects
2070,nuvaring,9,Highly Effective,birth control,Mild Side Effects
2071,accutane,10,Highly Effective,acne,Mild Side Effects
2072,copaxone,8,Moderately Effective,multiple sclerosis,Moderate Side Effects
2073,provigil,7,Moderately Effective,"add inattentive, delayed sleep phase syndrome",Moderate Side Effects
2074,wellbutrin,8,Considerably Effective,bipolar disorder,Moderate Side Effects
2075,femara,7,Highly Effective,breast cancer,Moderate Side Effects
2076,valtrex,10,Highly Effective,cold sores,No Side Effects
2077,aldara,7,Considerably Effective,basal cell and squamous cancer,Severe Side Effects
2078,prednisolone,6,Highly Effective,lupus-like systemic autoimmune condition,Moderate Side Effects
2079,erythromycin,5,Moderately Effective,antibiotic to treat oral infection,Moderate Side Effects
2080,oxycontin,7,Considerably Effective,pain control,Mild Side Effects
2081,meperidine,8,Considerably Effective,painkiller after surgery,Mild Side Effects
2082,lexapro,8,Considerably Effective,panic attacks and depression,Mild Side Effects
2083,ortho-tri-cyclen,10,Highly Effective,heavy periods,No Side Effects
2084,elavil,9,Highly Effective,"hiatus hernia, indigestion, acid reflux",Mild Side Effects
2085,lyrica,7,Moderately Effective,pain,Mild Side Effects
2086,effexor-xr,8,Considerably Effective,anxiety,Moderate Side Effects
2087,wellbutrin-xl,1,Moderately Effective,lose weight,Severe Side Effects
2088,paxil,7,Considerably Effective,depression,Severe Side Effects
2089,lipitor,1,Highly Effective,cholesterol,Severe Side Effects
2090,naproxen,10,Highly Effective,period cramps,No Side Effects
2091,aricept,9,Considerably Effective,alzheimers,No Side Effects
2092,lunesta,1,Considerably Effective,sleeplessness,Severe Side Effects
2093,wellbutrin-sr,1,Ineffective,depression,Moderate Side Effects
2094,coumadin,9,Highly Effective,dvt,Mild Side Effects
2095,topamax,4,Considerably Effective,migraines,Severe Side Effects
2096,tramadol,1,Marginally Effective,shoulder pain,Severe Side Effects
2097,ambien,6,Moderately Effective,sleeplessness,Moderate Side Effects
2098,zyrtec,10,Highly Effective,eczyma,No Side Effects
2099,effexor-xr,1,Ineffective,depression,Severe Side Effects
2100,lamictal,9,Highly Effective,mood swings,Mild Side Effects
2101,mobic,10,Highly Effective,rotator cuff tear,No Side Effects
2102,imitrex,10,Highly Effective,migraine,Mild Side Effects
2103,tamiflu,9,Highly Effective,flu,No Side Effects
2104,mirapex,9,Highly Effective,restless leg syndrome,Mild Side Effects
2105,chantix,10,Highly Effective,"after 42 years, quit smoking",Mild Side Effects
2106,doxycycline,8,Considerably Effective,acne,Mild Side Effects
2107,depo-provera,1,Considerably Effective,birth control,Severe Side Effects
2108,levoxyl,10,Highly Effective,hypothyroid problem,No Side Effects
2109,zyrtec,8,Considerably Effective,allergies,Mild Side Effects
2110,ambien,1,Moderately Effective,insomnia,Severe Side Effects
2111,doxycycline,3,Marginally Effective,acne,Severe Side Effects
2112,protonix,8,Highly Effective,acid reflux,No Side Effects
2113,betaseron,8,Highly Effective,multiple sclerosis,Severe Side Effects
2114,nortriptyline,3,Marginally Effective,panic attacks/feeling low,Mild Side Effects
2115,meridia,10,Highly Effective,obesity,Moderate Side Effects
2116,tamiflu,10,Highly Effective,swine flu,No Side Effects
2117,premarin,8,Considerably Effective,vaginal dryness,No Side Effects
2118,citalopram,1,Ineffective,suicidal feelings,Severe Side Effects
2119,allegra,9,Highly Effective,allergies,Moderate Side Effects
2120,doxycycline,3,Moderately Effective,sinus infection,Moderate Side Effects
2121,ambien,8,Considerably Effective,insomnia,Mild Side Effects
2122,klonopin,1,Moderately Effective,insommnia,Extremely Severe Side Effects
2123,lamictal,7,Moderately Effective,depression and anxiety,No Side Effects
